id	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
barcode11_2037403-1.fasta	contig00001	3542349	3543358	-	invJ	1-1011/1011	========/======	1/1	99.90	99.50	vfdb	NP_461813	(invJ) type III secretion system needle length regulator InvJ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3543358	3543800	-	invI	1-444/444	========/======	1/1	99.77	99.32	vfdb	NP_461814	(invI) type III secretion system stalk protein InvI [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3543778	3545072	-	invC	1-1296/1296	========/======	1/1	99.92	99.54	vfdb	NP_461815	(invC) type III secretion system ATPase InvC [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3545069	3545476	-	invB	1-408/408	========/======	2/2	99.75	98.78	vfdb	NP_461816	(invB) type III secretion system protein InvB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3545500	3547558	-	invA	1-2058/2058	========/======	1/1	100.00	98.98	vfdb	NP_461817	(invA) type III secretion system major export apparatus protein InvA [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3547583	3548701	-	invE	1-1119/1119	===============	0/0	100.00	99.37	vfdb	NP_461818	(invE) type III secretion system gatekeeper invE [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3548698	3550382	-	invG	1-1689/1689	========/======	4/4	99.76	99.05	vfdb	NP_461819	(invG) type III secretion system secretin invG [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3550379	3551029	-	invF	1-651/651	========/======	2/2	99.85	99.23	vfdb	NP_461820	(invF) type III secretion system regulatory protein InvF [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3551489	3551929	+	invH	4-444/444	===============	0/0	99.32	99.09	vfdb	NP_461821	(invH) type III secretion system pilotin invG [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	3594921	3595873	+	sopD	1-954/954	========/======	3/3	99.79	98.22	vfdb	NP_461866	(sopD) type III secretion system effector SopD [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	4330422	4330947	-	lpfE	1-528/528	========/======	2/2	99.62	99.62	vfdb	NP_462537	(lpfE) long polar fimbrial minor subunit LpfE adhesin [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	4330953	4332032	-	lpfD	1-1080/1080	===============	0/0	100.00	99.81	vfdb	NP_462538	(lpfD) long polar fimbrial protein LpfD [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	4332050	4334574	-	lpfC	1-2529/2529	========/======	3/4	99.84	99.56	vfdb	NP_462539	(lpfC) long polar fimbrial usher protein LpfC [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	4334597	4335295	-	lpfB	1-699/699	===============	0/0	100.00	99.86	vfdb	NP_462540	(lpfB) long polar fimbrial chaperone protein LpfB [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	4335380	4335916	-	lpfA	1-537/537	===============	0/0	100.00	99.81	vfdb	NP_462541	(lpfA) long polar fimbria protein LpfA [Lpf (VF0105)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	4468728	4471598	+	misL	1-2868/2868	========/======	2/3	100.00	98.61	vfdb	NP_462656	(misL) putative autotransporter [MisL (VF0397)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	4475514	4478239	-	mgtB	1-2727/2727	========/======	1/1	99.96	99.05	vfdb	NP_462662	(mgtB) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode11_2037403-1.fasta	contig00001	4478459	4479154	-	mgtC	1-696/696	===============	0/0	100.00	98.85	vfdb	NP_462663	(mgtC) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2921	3872	+	sopD	1-954/954	========/======	4/4	99.69	97.91	vfdb	NP_461866	(sopD) type III secretion system effector SopD [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	874388	877253	+	misL	1-2868/2868	========/======	1/2	99.93	97.87	vfdb	NP_462656	(misL) putative autotransporter [MisL (VF0397)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	881108	883834	-	mgtB	1-2727/2727	===============	0/0	100.00	98.79	vfdb	NP_462662	(mgtB) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	884053	884747	-	mgtC	1-696/696	========/======	1/1	99.86	98.28	vfdb	NP_462663	(mgtC) Mg2+ transport protein [MgtBC (VF0106)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	1280910	1281921	+	sseK1	1-1011/1011	========/======	1/1	100.00	98.81	vfdb	NP_463026	(sseK1) type III secretion system effector SseK1 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	1454530	1455028	+	faeC	43-545/546	.=======/======	2/4	91.39	80.72	vfdb	AAL47165	(faeC) FaeC [K88 pili/F4 fimbriae (AI040)] [Escherichia coli]	
barcode12_2038061-1.fasta	contig00001	1455120	1457477	+	faeD	82-2439/2439	========/======	4/6	96.56	81.91	vfdb	YP_002295985	(faeD) fimbrial usher protein FaeD [K88 pili/F4 fimbriae (AI040)] [Escherichia coli SE11]	
barcode12_2038061-1.fasta	contig00001	1457527	1458225	+	faeE	28-726/777	===============	0/0	89.96	84.26	vfdb	YP_002295986	(faeE) fimbrial chaperone FaeE [K88 pili/F4 fimbriae (AI040)] [Escherichia coli SE11]	
barcode12_2038061-1.fasta	contig00001	2334015	2334548	+	fimI	1-534/534	===============	0/0	100.00	98.13	vfdb	NP_459539	(fimI) fimbrial protein internal segment [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2334592	2335284	+	fimC	1-693/693	========/======	2/2	99.86	97.98	vfdb	NP_459540	(fimC) chaperone protein FimC [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2335315	2337924	+	fimD	1-2613/2613	========/======	5/5	99.85	98.51	vfdb	NP_459541	(fimD) usher protein FimD [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2337939	2338947	+	fimH	1-1008/1008	========/======	1/1	100.00	98.22	vfdb	NP_459542	(fimH) type I fimbriae minor fimbrial subunit FimH adhesin [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2338957	2339474	+	fimF	1-518/519	===============	0/0	99.81	98.46	vfdb	NP_459543	(fimF) type I fimbriae adaptor protein FimF [Type 1 fimbriae (VF0102)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2378302	2379092	-	fepC	1-788/816	========/======	4/5	96.45	80.05	vfdb	NP_752606	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
barcode12_2038061-1.fasta	contig00001	2379089	2379997	-	fepG	85-993/993	.==============	0/0	91.54	80.64	vfdb	NP_752607	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073]	
barcode12_2038061-1.fasta	contig00001	2386574	2387424	+	entB	1-851/858	===============	0/0	99.18	80.26	vfdb	NP_752613	(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
barcode12_2038061-1.fasta	contig00001	2387455	2388180	+	entA	16-743/747	========/======	2/2	97.19	80.50	vfdb	NP_752614	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073]	
barcode12_2038061-1.fasta	contig00001	2563078	2565345	+	slrP	1-2298/2298	========/======	8/36	98.56	94.44	vfdb	NP_459778	(slrP) type III secretion system effector SlrP E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2759454	2760506	-	ompA	1-1041/1041	========/======	1/12	100.00	89.74	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218]	
barcode12_2038061-1.fasta	contig00001	2774700	2775574	-	pipB	1-876/876	========/======	1/1	99.89	98.74	vfdb	NP_460061	(pipB) type III secretion system effector PipB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2776480	2778166	-	sopB/sigD	1-1686/1686	========/======	7/7	99.82	97.87	vfdb	NP_460064	(sopB/sigD) type III secretion system effector SopB phosphoinositide phosphatase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2825916	2826749	-	csgG	1-834/834	===============	0/0	100.00	99.16	vfdb	NP_460110	(csgG) curli production assembly/transport protein CsgG [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2826776	2827192	-	csgF	1-417/417	===============	0/0	100.00	99.28	vfdb	NP_460111	(csgF) curli production assembly/transport protein CsgF [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2827219	2827614	-	csgE	1-396/396	========/======	2/2	99.75	98.99	vfdb	NP_460112	(csgE) curli production assembly/transport protein CsgE [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2827619	2828270	-	csgD	1-651/651	========/======	1/1	100.00	98.93	vfdb	NP_460113	(csgD) DNA-binding transcriptional regulator CsgD [curli fibers/thin aggregative fimbriae (AGF) (AI094)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2829025	2829480	+	csgB	1-456/456	===============	0/0	100.00	99.12	vfdb	NP_460114	(csgB) minor curlin subunit precursor curli nucleator protein CsgB [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2829522	2829978	+	csgA	1-456/456	========/======	1/1	100.00	98.69	vfdb	NP_460115	(csgA) curlin major subunit CsgA [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2830039	2830365	+	csgC	1-327/327	===============	0/0	100.00	99.08	vfdb	NP_460116	(csgC) curli assembly protein CsgC [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2912763	2913772	-	sifA	1-1011/1011	========/======	5/5	99.70	95.66	vfdb	NP_460194	(sifA) type III secretion system effector SifA N-terminal SKIP-binding domain C-terminal guanine nucleotide exchange factor activity [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	2938714	2939523	-	cdtB	1-810/810	========/======	4/6	99.63	99.14	vfdb	NP_456275	(cdtB) cytolethal distending toxin B  [CdtB (VF0407)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18]	
barcode12_2038061-1.fasta	contig00001	3088084	3088487	+	spiC/ssaB	1-402/402	========/======	2/2	100.00	98.76	vfdb	NP_460358	(spiC/ssaB) type III secretion system protein SsaB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3088489	3089982	+	ssaC	1-1494/1494	===============	0/0	100.00	98.46	vfdb	NP_460359	(ssaC) type III secretion system secretin SsaC [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3089963	3091174	+	ssaD	1-1212/1212	========/======	2/2	99.92	98.52	vfdb	NP_460360	(ssaD) type III secretion system outer MS ring protein SsaD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3091182	3091424	+	ssaE	1-243/243	===============	0/0	100.00	99.18	vfdb	NP_460361	(ssaE) chaperone for sseB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3091629	3091955	+	sseA	1-327/327	===============	0/0	100.00	99.39	vfdb	NP_460362	(sseA) chaperone for sseB and sseD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3091962	3092551	+	sseB	1-591/591	========/======	1/1	99.83	97.29	vfdb	NP_460363	(sseB) type III secretion system effector SseB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3092548	3093021	+	sscA	1-474/474	========/======	2/2	99.79	97.26	vfdb	NP_460364	(sscA) chaperone for sseC [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3093024	3094476	+	sseC	1-1455/1455	========/======	4/4	99.79	96.70	vfdb	NP_460365	(sseC) type III secretion system hydrophilic translocator pore protein SseC [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3094492	3095079	+	sseD	1-588/588	===============	0/0	100.00	96.26	vfdb	NP_460366	(sseD) type III secretion system hydrophilic translocator pore protein SseD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3095082	3095498	+	sseE	1-417/417	===============	0/0	100.00	99.04	vfdb	NP_460367	(sseE) type III secretion system effector SseE [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3095550	3095984	+	sscB	1-435/435	===============	0/0	100.00	99.77	vfdb	NP_460368	(sscB) chaperone for sseF [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3096000	3096782	+	sseF	1-783/783	===============	0/0	100.00	98.59	vfdb	NP_460369	(sseF) type III secretion system effector SseF [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3096779	3097468	+	sseG	1-690/690	===============	0/0	100.00	97.25	vfdb	NP_460370	(sseG) type III secretion system effector SseG [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3097562	3097777	+	ssaG	1-216/216	===============	0/0	100.00	100.00	vfdb	NP_460371	(ssaG) type III secretion system needle filament protein SsaG [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3097818	3098045	+	ssaH	1-228/228	===============	0/0	100.00	99.56	vfdb	NP_460372	(ssaH) type III secretion system protein SsaH [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3098057	3098305	+	ssaI	1-249/249	===============	0/0	100.00	98.80	vfdb	NP_460373	(ssaI) type III secretion system inner rod protein SsaI [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3098302	3099050	+	ssaJ	1-750/750	========/======	1/1	99.87	97.20	vfdb	NP_460374	(ssaJ) type III secretion system inner MS ring protein SsaJ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3099613	3100287	+	ssaK	1-675/675	===============	0/0	100.00	98.52	vfdb	NP_460376	(ssaK) type III secretion system stator SsaK [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3100253	3101269	+	ssaL	1-1017/1017	===============	0/0	100.00	98.82	vfdb	NP_460377	(ssaL) type III secretion system gatekeeper SsaL [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3101327	3101696	+	ssaM	1-369/369	========/======	1/1	100.00	97.30	vfdb	NP_460378	(ssaM) type III secretion system protein SsaM [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3101681	3103726	+	ssaV	1-2046/2046	===============	0/0	100.00	98.97	vfdb	NP_460379	(ssaV) type III secretion system major export apparatus protein ssaV [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3103716	3105019	+	ssaN	1-1302/1302	========/======	2/4	99.92	98.39	vfdb	NP_460380	(ssaN) type III secretion system ATPase SsaN [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3105022	3105401	+	ssaO	1-378/378	========/======	2/2	100.00	98.16	vfdb	NP_460381	(ssaO) type III secretion system stalk protein SsaO [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3105382	3105756	+	ssaP	1-375/375	===============	0/0	100.00	99.47	vfdb	NP_460382	(ssaP) type III secretion system needle length regulator SsaP [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3105737	3106705	+	ssaQ	1-969/969	========/======	2/2	99.90	98.14	vfdb	NP_460383	(ssaQ) type III secretion system C ring protein SsaQ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3106773	3107420	+	ssaR	1-648/648	===============	0/0	100.00	98.92	vfdb	NP_460384	(ssaR) type III secretion system minor export apparatus protein SsaR [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3107417	3107683	+	ssaS	1-267/267	===============	0/0	100.00	99.62	vfdb	NP_460385	(ssaS) type III secretion system minor export apparatus protein SsaS [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3107684	3108463	+	ssaT	1-780/780	===============	0/0	100.00	97.56	vfdb	NP_460386	(ssaT) type III secretion system minor export apparatus protein SsaT [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3108460	3109518	+	ssaU	1-1059/1059	========/======	2/2	99.91	98.02	vfdb	NP_460387	(ssaU) type III secretion system export apparatus switch protein SsaU [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3324495	3325127	-	steA	1-633/633	===============	0/0	100.00	94.63	vfdb	NP_460542	(steA) type III secretion system effector SteA [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3347157	3348109	+	sifB	1-951/951	========/======	2/2	100.00	95.38	vfdb	NP_460561	(sifB) type III secretion system effector SifB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3374602	3375003	+	steB	1-402/402	===============	0/0	100.00	95.77	vfdb	AAL20547	(steB) type III secretion system effector SteB [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3376272	3377497	+	sseJ	1-1227/1227	========/======	1/1	99.92	96.74	vfdb	NP_460590	(sseJ) type III secretion system effector SseJ glycerophospholipid:cholesterol acyltransferase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3453642	3455015	-	steC	1-1374/1374	===============	0/0	100.00	95.42	vfdb	NP_460656	(steC) type III secretion system effector SteC [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3615180	3615903	-	sopE2	1-723/723	========/======	3/3	99.86	96.55	vfdb	NP_460811	(sopE2) type III secretion system effector SopE2 guanine nucleotide exchange factor [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	3805013	3807358	+	sopA	1-2349/2349	========/======	8/9	99.74	96.98	vfdb	NP_461011	(sopA) type III secretion system effector SopA E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00001	4033579	4034532	+	sseL	1-954/954	===============	0/0	100.00	96.54	vfdb	NP_461229	(sseL) type III secretion system effector SseL deubiquitinase [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	183895	191205	-	ratB	1-7308/7308	========/======	28/51	99.67	86.73	vfdb	NP_461449	(ratB) putative outer membrane protein [RatB (VF0399)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	198076	200268	-	sinH	1-2193/2193	===============	0/0	100.00	95.94	vfdb	NP_461452	(sinH) intimin-like protein [SinH (VF0400)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	398445	399497	-	pipB2	1-1053/1053	========/======	2/2	99.91	95.35	vfdb	NP_461706	(pipB2) type III secretion system effector PipB3 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	401238	402135	+	mig-14	1-897/897	========/======	1/1	100.00	97.33	vfdb	NP_461708	(mig-14) antimicrobial peptide resistance protein Mig-14 [Mig-14 (VF0395)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	481615	482524	-	avrA	1-909/909	========/======	1/1	100.00	99.34	vfdb	NP_461786	(avrA) type III secretion system effector AvrA acetyltransferease [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	485062	485514	-	orgC	1-453/453	===============	0/0	100.00	98.67	vfdb	NP_461789	(orgC) type III secretion system effector OrgC [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	485511	486204	-	orgB	1-681/681	========/======	3/13	100.00	97.12	vfdb	NP_461790	(orgB) type III secretion system stator OrgB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	486161	486760	-	orgA	1-600/600	===============	0/0	100.00	99.50	vfdb	NP_461791	(orgA) type III secretion system accessory cytosolic protein OrgA [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	486732	487489	-	prgK	1-759/759	========/======	1/1	99.87	99.47	vfdb	NP_461792	(prgK) type III secretion system inner MS ring protein PrgK [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	487486	487790	-	prgJ	1-306/306	========/======	1/1	99.67	99.67	vfdb	NP_461793	(prgJ) type III secretion system inner rod protein PrgJ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	487809	488049	-	prgI	1-243/243	========/======	1/2	99.18	99.18	vfdb	NP_461794	(prgI) type III secretion system needle filament protein PrgI [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	488074	489251	-	prgH	1-1179/1179	========/======	1/1	99.92	99.24	vfdb	NP_461795	(prgH) type III secretion system outer MS ring protein PrgH [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	493802	495434	-	sptP	1-1632/1632	========/======	1/1	100.00	97.37	vfdb	NP_461799	(sptP) type III secretion system effector SptP tyrosine phosphatase and GTPase-activating protein [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	495421	495813	-	sicP	1-393/393	===============	0/0	100.00	99.24	vfdb	NP_461800	(sicP) chaparone for SptP [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
barcode12_2038061-1.fasta	contig00002	496413	498470	-	sipA/sspA	1-2058/2058	===============	0/0	100.00	98.25	vfdb	NP_461803	(sipA/sspA) type III secretion system effector SipA actin polymerizing activity [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
